TIC ID,TFOPWG Disposition
296850254,PC
148772620,PC
35106764,PC
292797572,FP
412635642,PC
68030406,PC
241638905,PC
457018819,PC
237929468,CP
77680373,PC
166242494,PC
418567812,PC
242190195,PC
332017079,PC
319783554,FP
382975217,PC
160476088,PC
401028336,PC
245341495,PC
448435566,PC
400073524,PC
405571798,PC
147723246,PC
188865842,PC
412485680,PC
457649900,PC
290337456,PC
329672278,PC
420202798,PC
210681065,PC
406443564,FP
129890791,PC
295507430,PC
243476396,PC
406106335,PC
453942180,PC
149585119,PC
397522142,PC
148478039,PC
304085024,PC
210629725,PC
68081952,PC
311736478,PC
200435203,PC
14029793,PC
445392860,PC
295312916,PC
362111691,PC
360221713,PC
277128619,CP
294295243,PC
384709136,PC
340624586,PC
76228620,PC
95709395,PC
418471116,PC
301900477,PC
384386062,PC
282485660,CP
449107129,PC
463781038,PC
418298773,PC
245728942,PC
287494667,PC
362032529,PC
221656234,PC
68322189,FP
302054555,PC
294691204,PC
420829332,PC
310266243,PC
403405969,PC
344130921,PC
217838717,PC
161247580,PC
361711730,CP
76894548,PC
154400369,PC
46807139,PC
283665218,PC
318180448,PC
306990399,PC
401509690,PC
396649769,PC
412828754,PC
282221346,PC
75522633,PC
297950791,PC
306512967,PC
291857895,PC
323022088,APC
261020738,PC
282701278,PC
217933560,PC
324426685,PC
407146538,FP
216925130,PC
37291237,PC
277034534,PC
458027465,PC
214218272,PC
294768072,PC
173979859,PC
407127579,PC
117275513,KP
319968129,FP
7059054,KP
6893917,KP
23113034,FP
303432813,CP
87873211,PC
303523128,PC
69672493,FP
17409453,KP
437011608,CP
5882269,KP
438260486,PC
178217113,KP
18310799,KP
234388232,PC
63189173,KP
19028197,KP
434226736,KP
26826078,KP
14770122,KP
91481801,PC
349582831,PC
366410512,KP
59351345,PC
239977528,CP
337385330,PC
2685481,PC
26693519,PC
366499151,PC
438412198,PC
75427473,FP
58723861,PC
366568760,KP
116668723,PC
247906954,PC
438170612,PC
101520163,PC
75589027,PC
312221462,FP
95010343,FP
172110606,FP
14570132,PC
291517604,PC
286094277,PC
40954422,FP
388130237,PC
257527578,CP
468889418,PC
4165850,PC
60286662,KP
6892385,KP
110996418,PC
53287554,PC
288671122,PC
298829544,PC
28643432,FP
68453985,PC
441590110,PC
141677268,PC
408549705,FP
359469754,PC
336125492,PC
336126253,PC
357145112,PC
383828887,PC
298049015,FP
21101556,PC
267810289,PC
320324079,PC
158323182,PC
65845738,PC
419411415,CP
159117779,PC
147892178,PC
110738386,PC
111108561,PC
265979849,PC
215595454,PC
424699834,FP
247356332,PC
7583660,PC
236632480,PC
256561562,PC
215018906,PC
259172249,CP
378708888,PC
394691478,PC
233409941,PC
30791047,APC
377297285,PC
406361982,PC
383645563,PC
195093356,FP
313453776,PC
154014059,PC
288428649,PC
55778666,PC
105387356,FP
69356857,CP
259100469,PC
335681838,PC
154814765,PC
193765661,PC
435740442,PC
219016883,CP
230290708,PC
40055053,CP
305948428,PC
426122503,PC
322504451,PC
352151292,PC
123041007,APC
295807723,FP
289307883,PC
256154857,APC
185598695,PC
278105308,PC
436007113,PC
395385033,PC
284660935,APC
126225595,PC
158325942,PC
356146869,PC
185226925,FP
147895461,FP
375419034,PC
326347927,FP
402828941,PC
274122380,FP
275527293,PC
435719275,PC
219847787,PC
312899686,FP
153971295,PC
202468443,FP
359321688,PC
424112727,PC
296461391,PC
278668358,PC
172871230,FP
356682805,PC
219466803,FP
282935857,APC
276381737,PC
264301607,PC
7681574,PC
194679333,PC
405932063,PC
329346586,PC
399956873,FP
171312653,PC
58825110,CP
58798731,PC
387401076,PC
306204904,PC
435871546,PC
246965431,CP
257562160,APC
243153196,FP
270406298,APC
303502327,PC
436843539,PC
387544178,PC
387515920,PC
96948338,PC
101348333,PC
90669930,PC
96165095,PC
21119973,PC
366527844,PC
34781378,PC
96170689,PC
467684543,PC
46631742,PC
427578289,APC
308522539,PC
366754985,PC
21132157,PC
81178747,PC
113804153,PC
371470493,PC
219113246,APC
166053959,PC
202425357,PC
166086403,PC
407591297,CP
298600443,APC
198512478,PC
313425396,PC
298070500,PC
202428245,FP
284688043,PC
332564140,PC
29781207,PC
127226712,PC
430093142,PC
115628210,APC
386197662,PC
87405719,PC
115564354,FP
80611440,PC
47319867,PC
47319867,PC
127957099,APC
76545118,PC
294309873,PC
91697121,PC
84788795,PC
239722954,FP
119130170,PC
101569583,PC
58997701,PC
456971986,PC
367434266,PC
1942969,PC
437786834,PC
87827371,APC
172222885,PC
76798849,PC
186815660,PC
302305400,PC
468979441,PC
468979441,PC
468979441,PC
14440334,PC
270679144,PC
94823134,PC
126322519,PC
307951656,PC
366409685,APC
335540507,PC
415399713,PC
366411016,KP
88114177,PC
318836983,PC
318836983,PC
411697517,KP
17555760,PC
178266267,PC
231721006,PC
466206508,CP
17385917,PC
68893269,PC
195187769,PC
3224605,PC
14570099,KP
456945304,KP
17307715,KP
127505658,PC
127505658,PC
456335739,PC
142785421,PC
267484403,PC
302381442,PC
268405086,FP
160162137,PC
154563411,PC
29169215,PC
160165689,PC
141762491,PC
237108775,PC
159160230,PC
287268770,PC
237097499,PC
101592219,PC
224293782,PC
237015185,PC
252469648,PC
233070717,PC
229713401,PC
17122808,PC
232624234,PC
148960849,PC
235711993,PC
224299081,PC
219467837,FP
288162228,PC
420174131,PC
316416562,PC
233173039,PC
136992839,PC
154258295,PC
166054851,PC
160521907,PC
441658213,APC
67743054,PC
353807936,PC
256326844,PC
232628532,PC
298729646,PC
233465389,PC
282940781,PC
441736986,PC
207491214,APC
311116297,PC
349312122,PC
198161914,PC
274223601,PC
235684964,PC
461239485,KP
175772482,KP
368805700,KP
181949561,KP
311133118,KP
287959034,APC
209464063,CP
143257768,PC
368739874,CP
207439380,APC
17538423,PC
155949264,PC
32260988,PC
460396820,KP
255928426,PC
281100535,APC
193634953,CP
323250919,PC
115508409,PC
17652022,PC
37150278,PC
272519426,PC
23638678,APC
103865797,FP
264052454,PC
224328450,PC
43276438,PC
10792081,PC
165625229,PC
137843225,PC
173002823,PC
441804533,PC
219041246,CP
147923561,PC
298074836,CP
53481079,PC
4843495,PC
85292615,PC
458481611,PC
1042432,PC
357048995,PC
219875976,PC
103605399,PC
335952150,PC
224297408,PC
157769780,PC
310380289,PC
229618478,PC
198162530,PC
198162530,PC
230087765,PC
157768969,PC
318209162,FP
4918918,CP
407495930,PC
387329912,PC
310262516,PC
426144112,PC
332365162,PC
135267558,PC
256584532,PC
72889156,APC
219506608,PC
82598822,PC
317594531,PC
255907107,PC
428703516,APC
354832924,PC
459836041,PC
445795465,PC
459189798,PC
279920478,PC
302814895,FP
40292751,CP
446616059,FP
42883782,CP
42883782,CP
273874849,KP
151724385,CP
378390325,PC
188646744,PC
283471501,PC
92439980,PC
427041513,PC
194076601,PC
272366748,KP
369062542,PC
351077390,PC
363029616,PC
287934343,PC
230292034,PC
209935997,PC
41422753,FP
336072306,PC
256046749,PC
114947483,PC
11034516,PC
20988926,FP
184531966,PC
236158940,PC
373816781,PC
138671052,PC
106114491,FP
282890159,PC
247172524,PC
184521624,PC
360142739,PC
232941965,CP
13574009,PC
233788275,PC
15682927,FP
277987172,FP
273780062,PC
279179610,PC
202941251,PC
243464977,APC
14956304,PC
467211520,PC
126171392,FP
224635135,PC
294173437,FP
65737977,PC
276376289,APC
452483795,FP
273774284,FP
239361732,PC
239529652,PC
165948070,PC
163164300,PC
322593401,PC
276704866,PC
158552665,PC
452508760,PC
27230283,PC
303456821,PC
166190643,FP
63659057,PC
159104028,PC
366846982,PC
64282927,PC
64282927,PC
154762431,PC
287643871,PC
297153209,FP
407653728,PC
200606159,PC
369532319,PC
154353849,PC
376847633,PC
12938488,APC
266023807,PC
137151335,KP
164652245,KP
120045750,PC
299087490,KP
356871098,PC
120692092,KP
272782368,PC
158657354,KP
284900292,PC
377780790,KP
29385858,PC
230064711,PC
159054620,KP
27534138,KP
63283780,KP
352011875,KP
293880523,PC
120317234,KP
259233660,CP
139104940,KP
102734241,CP
121731834,KP
48353358,KP
123357864,KP
123309556,KP
279922257,PC
286201103,CP
128558444,PC
199949052,PC
414019147,PC
327369524,CP
334597566,FP
455947620,PC
455947620,PC
341444900,FP
439942982,PC
396234347,PC
419523962,CP
129756316,APC
352924930,FP
194736418,CP
272050287,FP
192415680,PC
115451738,PC
144006874,PC
321578632,PC
428867906,PC
239823606,PC
122629761,PC
67031480,PC
428767018,PC
219697927,PC
198458010,PC
400093502,PC
271424111,KP
99896567,PC
424388628,PC
196066560,PC
119973835,PC
119973835,PC
272670038,PC
271431851,KP
199712572,PC
299089652,KP
294283951,FP
160223936,PC
48448369,KP
122375047,KP
350814622,KP
268159158,KP
97165413,PC
35883621,FP
157081737,PC
262781201,FP
293743169,PC
269341832,PC
118914286,PC
170434745,PC
19342878,CP
55849732,PC
92590258,PC
265010875,PC
182405015,PC
258234731,APC
152245179,PC
255780160,PC
384984325,CP
384984325,CP
7439480,PC
189322727,APC
116631353,PC
120115768,PC
364408162,FP
125367522,PC
322498101,PC
165682741,PC
352442207,PC
269488987,PC
313975346,PC
115739057,PC
357872559,PC
188800346,PC
352892371,PC
468765355,PC
129108133,PC
115683877,PC
372178596,PC
195606729,PC
312289279,PC
117068362,FP
120051913,PC
117072799,APC
294904059,PC
188001223,PC
164260243,PC
190822775,PC
330665027,PC
193979250,PC
26583436,FP
416486384,PC
164280385,PC
331456189,PC
314649737,PC
257056367,PC
351864831,PC
346077232,PC
345333936,FP
469702377,PC
63844530,PC
440636649,PC
197743152,PC
194234471,PC
387933822,PC
155258153,PC
330944099,PC
196261799,PC
302201081,PC
44621795,PC
455727012,PC
422223456,PC
437756191,PC
325410269,PC
154351773,PC
154576989,PC
326475995,PC
200606486,APC
326116570,APC
25758870,PC
173671381,PC
430751891,PC
314088020,PC
431114892,PC
428317266,PC
375116172,PC
252585354,PC
325653071,PC
456910600,PC
66726479,PC
352147273,PC
176789447,PC
66788350,PC
437736517,PC
252610172,PC
406783172,PC
202087931,PC
202282233,PC
430431091,PC
125489084,PC
319294834,PC
249776059,PC
15654898,PC
437740083,FP
276250096,PC
431216437,APC
446157122,PC
418301643,PC
455737331,PC
287152495,PC
432758245,PC
261135533,CP
237204346,PC
435878153,PC
294497466,PC
181748381,PC
180575165,PC
291471222,PC
134528212,PC
449951606,FP
370877263,FP
152569268,PC
370009806,PC
361218772,PC
308778563,PC
354285962,FP
22712134,PC
240714633,PC
292469572,PC
256576519,PC
26390980,PC
238751619,PC
34977731,PC
34977731,PC
456171328,PC
369907772,PC
285233023,FP
285505979,PC
271747067,PC
326809267,PC
177712122,PC
186810676,PC
186989177,PC
320505267,PC
445370101,PC
301414902,PC
412887082,PC
353893493,PC
52260140,PC
470724594,PC
192487723,PC
272218608,PC
354742440,PC
444753130,PC
292852583,PC
12980264,PC
196474344,PC
301991463,PC
270132709,PC
63586213,PC
372207328,CP
307201632,PC
196973090,PC
249884767,PC
283845022,PC
415875608,PC
101133275,PC
5724439,PC
63718617,PC
407156755,PC
327126871,PC
381591826,PC
332496784,PC
376765646,PC
285328782,PC
184739529,APC
256349966,FP
327093061,PC
241062925,PC
260040728,PC
321258259,PC
470450936,PC
266609407,PC
392674549,PC
459102737,APC
259810421,PC
355418639,PC
98613492,FP
9136777,PC
122881136,PC
259708416,PC
267617257,PC
458987621,PC
148514918,PC
311284709,PC
407517154,PC
272994016,PC
279851358,APC
274472658,PC
251705938,PC
279725262,PC
115899725,PC
286951368,PC
468501184,PC
390410937,PC
9441591,PC
187532854,FP
251594291,PC
458890024,PC
470653603,PC
367522211,PC
138344895,PC
459982699,PC
147821208,PC
359629653,PC
88999533,PC
150470555,PC
265076459,PC
94405787,PC
141395223,PC
142908390,PC
31605271,PC
97925605,PC
452867348,PC
97279971,PC
142916753,PC
106829921,PC
176082442,PC
170466784,PC
169191182,PC
157050713,PC
106626059,PC
95191643,PC
36022284,PC
144037593,PC
143526233,PC
107617930,PC
140740440,PC
141458054,PC
98159959,PC
107776260,PC
142420436,PC
22972676,PC
238914510,PC
348501452,PC
50211272,PC
54141697,PC
141933255,PC
266486214,PC
32296259,PC
60189629,PC
290415036,PC
139707575,PC
332383229,PC
122981686,APC
348297468,PC
422031406,PC
97921547,CP
125563127,PC
97588014,PC
323569398,PC
122798633,PC
347442932,FP
320411045,CP
168936945,PC
47244580,PC
150559728,PC
7562528,PC
66242670,PC
146413471,PC
146413471,PC
255588086,PC
270456887,APC
328502522,PC
2507547,PC
238317637,PC
93862917,PC
123133954,PC
453009027,PC
184801054,PC
186707229,PC
180931993,PC
410901394,PC
140706833,PC
132314633,PC
181208298,PC
81089255,PC
355449539,PC
294394558,PC
238124845,PC
118754987,PC
445522339,APC
438376091,PC
374741750,PC
303426966,PC
371596277,PC
358838026,PC
177257073,PC
358164738,PC
361154154,PC
303030789,PC
29780740,PC
439618305,PC
446524637,PC
139314045,PC
382187347,PC
167720788,PC
147193084,PC
57694405,PC
297853363,PC
464544047,PC
46104747,PC
80384677,PC
306248357,PC
310497279,PC
142171554,PC
390151888,PC
161738745,PC
72504017,PC
302212110,PC
133850380,PC
166527623,KP
324422520,PC
94483093,PC
259606227,PC
141074654,PC
420529106,PC
313671132,PC
47667,APC
3728481,PC
73310180,PC
243550555,PC
419503191,PC
464542805,PC
272251987,PC
304363215,PC
144321743,PC
144077896,PC
308010949,PC
94012094,PC
438629686,PC
377771417,PC
374155286,PC
162729620,FP
363259409,PC
131312528,PC
91794828,PC
72123144,PC
463868678,PC
398945279,PC
241297273,PC
306249066,PC
131195882,PC
22452837,PC
325647810,PC
167573692,PC
392027961,PC
263207857,PC
242532142,PC
400968492,PC
366315051,PC
291668351,PC
289076007,PC
403368444,PC
76706043,PC
426904354,PC
149179763,PC
439381274,PC
350432166,PC
399195246,PC
241592217,PC
374908396,PC
260539542,PC
443199889,PC
258409964,PC
75650448,CP
312612366,PC
457446242,PC
292349703,PC
38584799,PC
400491269,PC
330424797,PC
209054294,PC
460316238,PC
446918603,PC
167654347,PC
332887363,PC
149450435,PC
439943973,PC
440150441,PC
258940847,PC
64837857,PC
64837857,PC
64837857,PC
64837857,PC
174328045,CP
283884522,PC
278726770,FP
304690618,PC
304690618,PC
262457587,FA
96475638,PC
292221593,PC
272768631,PC
355895977,PC
418343229,PC
147561732,PC
256429408,PC
53843023,PC
331644554,PC
99989903,PC
452920657,PC
141522677,PC
62085710,PC
149989864,PC
149989864,PC
382258844,PC
341405597,PC
167085203,PC
349789882,PC
179442778,PC
255560319,PC
342449055,PC
342449055,PC
411731278,PC
287328202,PC
269849065,PC
143842198,PC
303364023,FP
428673146,PC
261264800,APC
112115898,PC
261646133,PC
150320610,PC
121490076,KP
287326127,PC
426032475,PC
426032475,PC
221566773,PC
412666676,PC
76899250,PC
171886633,PC
89417257,PC
91324328,PC
174070181,PC
263203229,FP
307232923,PC
361403927,PC
345056639,PC
301247383,PC
367900542,PC
343717397,APC
421056636,PC
426901646,PC
381448973,PC
87422071,PC
301248781,PC
261192051,PC
381468938,PC
314193010,PC
89659632,PC
383313006,PC
57011946,PC
361467239,PC
234540647,PC
96829917,PC
420369105,PC
90156362,PC
365952328,FP
304430662,PC
61621800,PC
469813927,PC
79660831,PC
32443914,PC
421990278,PC
467931774,PC
419738713,PC
411955845,PC
254209017,PC
253857911,PC
219978369,PC
253788533,PC
201658484,PC
319568755,PC
101272159,PC
352438619,PC
408609355,PC
269372232,PC
32046665,PC
290403522,PC
254174907,PC
112989868,APC
441076258,PC
261680542,PC
214515989,PC
364267778,PC
233964924,PC
278525028,PC
402027382,PC
350821320,PC
197643976,KP
259884973,PC
197598125,PC
55450156,PC
302453291,PC
278666476,PC
469967533,PC
150063444,PC
350861689,PC
197808753,PC
55363630,PC
201254754,PC
237909527,PC
419957314,PC
58726656,PC
426471754,PC
150096001,KP
67395329,PC
4426490,FP
403693870,PC
262135904,FP
4486230,PC
431899136,PC
293075732,FP
393818343,CP
252537013,FP
139879080,PC
140893722,PC
167656187,PC
428812049,PC
67181830,PC
121070864,PC
59369068,PC
367439938,PC
264159776,PC
47220926,PC
365509373,PC
69054388,APC
84126162,FP
58474992,FP
114422211,PC
91777086,PC
57147191,PC
76731445,PC
67349298,PC
45376816,PC
462507821,PC
307375528,PC
19560484,PC
270048796,PC
63082902,PC
294434193,PC
114600571,PC
88929544,PC
421006834,PC
74389253,PC
238506223,PC
262137985,PC
421005422,PC
392022763,PC
14435301,PC
457039843,PC
438329568,APC
45905504,PC
165965790,PC
83180637,PC
400466395,FP
70435923,APC
81963214,PC
294350792,PC
30853990,PC
404715325,PC
435339558,KP
56658270,CP
243208884,PC
80224448,PC
80224448,PC
243030574,PC
27635334,KP
219824470,PC
427765233,PC
348684814,PC
436575927,KP
320847025,PC
26078330,KP
422912527,PC
443823169,PC
113921235,CP
368628986,PC
83181153,KP
59490344,PC
21035365,PC
70897115,PC
261141602,FP
353302490,PC
259330386,PC
408656366,APC
55390413,FP
383829317,PC
41875043,FP
350733403,PC
154926644,PC
390207998,PC
99834321,APC
343336312,PC
289441015,FP
335661164,PC
405837291,PC
233867481,PC
167631701,PC
322369867,PC
67246795,PC
158657991,APC
16740548,PC
1881298619,PC
156512187,PC
366119858,CP
233287217,PC
233855268,PC
125366299,PC
230856987,PC
219803922,PC
219809549,PC
164783371,PC
416195843,PC
430930679,PC
418981325,APC
366074071,PC
210904767,PC
329981856,PC
57299130,PC
235015217,PC
337217173,PC
469810663,PC
469810663,PC
244089109,KP
23961340,PC
248769312,PC
376867898,PC
383723559,FP
405010127,KP
139158696,KP
137685450,KP
160428500,PC
14203588,PC
298658399,PC
276922692,PC
138609069,PC
66266024,PC
138225319,PC
188814758,PC
233266582,PC
287191183,APC
366725641,PC
142385671,PC
286923515,PC
165337974,PC
233266797,PC
274411493,APC
195933415,PC
166178400,PC
296327387,PC
195483731,PC
62867537,APC
452864692,PC
395214388,PC
293949992,PC
313922260,PC
325765282,PC
444209952,PC
469523613,PC
197604890,PC
371579161,FP
417564823,PC
66545173,PC
237019002,PC
430406538,PC
430845815,PC
266488971,PC
200465781,PC
66286602,PC
335624180,PC
365712006,FP
361944563,APC
199676274,APC
286382849,PC
420383981,PC
64198376,PC
469436001,FP
345596003,PC
344855300,PC
256418577,PC
269231011,PC
434086605,PC
434270112,PC
419524589,PC
404898080,PC
420018238,PC
269102377,PC
188539008,PC
470749725,PC
161687209,FP
269514008,PC
269330087,PC
235717158,PC
408548144,PC
8416274,PC
402848417,FP
405542683,PC
459323923,CP
352284958,PC
331619598,PC
378860702,PC
154869806,PC
468350765,PC
469523619,PC
431033767,PC
444159424,PC
154264903,PC
415461195,PC
343774169,PC
326470400,FP
63100069,PC
420191136,PC
26999884,PC
196201652,PC
422159302,PC
123234747,PC
71083829,PC
345009464,PC
120313529,PC
342276668,PC
388371132,PC
425706173,PC
466928064,PC
374800835,PC
377253700,PC
336264393,PC
251803342,PC
23912656,PC
69436501,PC
151760597,PC
279331929,PC
242674266,PC
344416349,FP
110828766,PC
466890210,PC
157808355,PC
466966249,PC
209320688,PC
350268913,PC
287948915,PC
397653875,PC
363040636,PC
238239232,PC
89362689,PC
282113152,PC
394924803,PC
418629890,PC
20607624,PC
374521355,PC
439598736,PC
251743761,PC
383364626,PC
41839508,PC
456401439,PC
426122272,PC
288953761,PC
435673126,FP
305026599,PC
407135911,PC
51318828,FP
358975793,PC
219089784,PC
298291597,PC
289047954,PC
383358873,PC
260767135,APC
334798754,PC
274057129,PC
298189225,PC
160103855,PC
297413553,PC
269130683,PC
276385231,PC
406548952,PC
267817947,PC
184527843,PC
63232997,PC
63550960,APC
83299322,PC
172376068,FP
267808774,PC
170440216,PC
41067039,PC
198358065,PC
298189384,PC
452741216,PC
199417958,PC
405689470,PC
62501513,PC
233533589,PC
160255140,PC
417514666,PC
42110638,PC
99796664,APC
233735354,PC
418375357,PC
276909255,PC
375192273,PC
399613138,FP
418543326,PC
372077289,PC
287768299,PC
161687285,PC
375855364,PC
341157650,PC
265887000,PC
427855645,PC
40093986,PC
436222251,PC
421330229,PC
210337597,FP
193081156,PC
99025225,PC
287444302,PC
160512852,PC
273069412,FP
160585062,PC
352301423,PC
75417968,FP
271017537,PC
323407659,PC
309133240,PC
445276138,PC
17925767,PC
243283955,FP
233747840,PC
289345412,PC
129198098,PC
257052211,FP
256778317,PC
259415341,PC
160652910,PC
270494650,PC
120487017,PC
430666395,APC
236644754,PC
240535286,PC
256783400,PC
10552342,FP
395790368,PC
255998336,PC
373196394,PC
224603921,PC
160075684,PC
258776466,PC
198178859,PC
161687211,CP
273234825,KP
273690178,KP
259238498,PC
233194447,PC
177697418,PC
455733237,PC
173706852,PC
352409708,PC
173615288,PC
202648961,PC
440001383,PC
177494632,PC
127426341,PC
191373021,FP
25624952,FP
291732201,FP
199296714,PC
259188347,PC
354478327,PC
302477411,PC
279871772,PC
61520064,PC
285592400,PC
186530554,PC
422707559,PC
13036318,PC
436875993,PC
264193444,PC
347018922,FP
192321638,PC
450012972,PC
250478345,PC
77258176,PC
305830609,PC
387527174,PC
335037151,PC
467602108,PC
196389062,PC
22659404,PC
470898625,APC
245665919,PC
374122973,PC
104153474,PC
418262301,PC
259381479,PC
327249454,PC
347944406,PC
130087198,PC
196351790,PC
158933249,KP
272840455,KP
169081296,KP
271052158,KP
274198407,KP
2621212,KP
187309502,KP
437444661,KP
46020827,KP
145368316,KP
187278212,KP
50171060,KP
376866659,PC
110795273,PC
110795273,PC
55871761,PC
118798035,CP
118798035,CP
118798035,CP
380255458,KP
56815340,KP
56815340,KP
317882327,PC
461547946,PC
368184695,PC
156678143,FP
456130294,APC
316138059,PC
238959233,PC
366564164,PC
367710318,PC
141524447,PC
252851803,PC
117174065,PC
150271800,PC
438298111,PC
89014296,PC
410449566,PC
358111035,PC
235057120,PC
307036187,PC
207334420,PC
404970821,PC
206947218,PC
350934357,PC
142914189,PC
110110529,PC
57047535,PC
100474173,PC
142711195,PC
294668702,PC
279154795,PC
452837676,PC
148322608,PC
267834862,PC
238394308,PC
308692360,PC
54272884,PC
47248224,PC
167337562,PC
185620819,PC
142757891,APC
350230694,PC
111741396,PC
156716001,PC
26046851,PC
405255920,PC
393626873,FP
306772292,PC
177033137,PC
108748840,PC
121341000,PC
231451287,PC
289481977,PC
409796937,APC
132766482,PC
348899056,PC
285212983,APC
54391400,PC
412386707,PC
167165932,PC
141279435,PC
279262080,PC
236817690,PC
298308533,PC
229605578,PC
431838716,PC
429123881,PC
414919755,PC
391090520,PC
357956179,PC
434373518,PC
270471727,PC
300868410,PC
270711339,PC
150429313,PC
300654938,PC
117885024,PC
265129950,PC
415084429,PC
22730066,PC
142053623,PC
140938327,PC
88865512,PC
88760990,PC
456787558,PC
182992572,PC
182992572,PC
130295375,PC
299801675,PC
2093349,PC
148273668,PC
176604975,PC
140190514,PC
107779737,PC
25154148,PC
458615187,PC
289114603,PC
452973397,PC
349677805,PC
284586930,PC
334380435,PC
59537824,PC
410774020,PC
47762924,PC
207463446,PC
341872729,PC
199572211,PC
399789568,PC
261746870,PC
79936069,PC
2405205,PC
308664375,PC
454039549,PC
385699758,PC
371315483,PC
309257123,PC
457542392,PC
178658245,PC
362264027,PC
38579332,PC
38579332,PC
458032939,PC
93532796,PC
163262279,PC
281170011,PC
45636452,PC
384482338,PC
163493945,PC
36811910,PC
303865520,PC
73983171,PC
198294279,PC
309694541,KP
49729638,PC
31061885,PC
354809215,PC
422568868,PC
68123867,PC
347866089,PC
434620877,PC
437346961,PC
67607738,PC
77466620,PC
38691375,PC
26040447,PC
115018003,PC
346069206,PC
17798086,PC
23847464,PC
37126544,PC
434949776,PC
51680381,PC
127361441,PC
237343052,PC
166510722,PC
51217656,PC
169725951,PC
146320244,PC
1104064500,PC
73644471,PC
193096383,PC
